SSID,BSSID,MANUFACTURER,HIGHEST SIGNAL W/GPS,AUTHENTICATION,ENCRYPTION,RADIO_TYPE,CHANNEL,LATITUDE,LONGITUDE,BTX,OTX,FIRST SEEN(UTC),LAST SEEN(UTC),NETWORK TYPE,LABEL, HIGHEST SIGNAL, HIGHEST RSSI,name,network_id,signal,frequency,longitude,latitude
Tourist Police Department,24:43:e2:91:b6:d1,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,161,0,0,"6,9,12,18,24,36,48,54",,45:38.7,47:41.2,Infrastructure,Unknown,75,-67,Tourist Police Department,24:43:e2:91:b6:d1,-80,5805,102.13753489757724,19.88586609039386
L2,d8:38:0d:64:4d:db,"SHENZHEN IP-COM Network Co.,Ltd",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",45:43.3,47:43.2,Infrastructure,Unknown,67,-70,L2,d8:38:0d:64:4d:db,-75,2462,102.13871015391182,19.886727818239656
Visoun Restaurant,24:43:e2:92:c6:11,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,161,0,0,"6,9,12,18,24,36,48,54",,45:46.6,47:48.4,Infrastructure,Unknown,78,-66,Visoun Restaurant,24:43:e2:92:c6:11,-83,5805,102.13795621642376,19.886150841083168
LuangPrabangCenterHotel,d8:38:0d:64:4d:a4,"SHENZHEN IP-COM Network Co.,Ltd",0,WPA2-Personal,CCMP,802.11ac,40,0,0,"6,9,12,18,24,36,48,54",,45:49.7,48:02.8,Infrastructure,Unknown,33,-82,LuangPrabangCenterHotel,d8:38:0d:64:4d:a4,-82,5200,102.13795621642376,19.886150841083168
LuangPrabangCenterHotel,d8:38:0d:64:4d:9c,"SHENZHEN IP-COM Network Co.,Ltd",0,WPA2-Personal,CCMP,802.11ac,40,0,0,"6,9,12,18,24,36,48,54",,45:49.7,47:43.2,Infrastructure,Unknown,35,-81,LuangPrabangCenterHotel,d8:38:0d:64:4d:9c,-83,5200,102.13753489757724,19.88586609039386
VY SCYAN,e8:f6:54:bd:2c:75,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,44,0,0,"6,9,12,18,24,36,48,54",,45:52.9,48:11.4,Infrastructure,Unknown,83,-59,VY SCYAN,e8:f6:54:bd:2c:75,-79,5220,102.13795621642376,19.886150841083168
VY SCYAN,e8:f6:54:bd:2c:70,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,4,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,45:52.9,47:55.2,Infrastructure,Unknown,82,-61,VY SCYAN,e8:f6:54:bd:2c:70,-71,2427,102.13795621642376,19.886150841083168
Ruven,84:a9:c4:0e:bf:dc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",45:56.4,48:07.7,Infrastructure,Unknown,82,-61,Ruven,84:a9:c4:0e:bf:dc,-72,2412,102.13795621642376,19.886150841083168
Anikone,f0:9b:b8:da:6a:50,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,45:59.8,48:09.6,Infrastructure,Unknown,80,-64,Anikone,f0:9b:b8:da:6a:50,-82,5745,102.13795621642376,19.886150841083168
Phouthiza_shop,14:4d:67:53:c2:30,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",46:03.2,49:12.4,Infrastructure,Unknown,88,-49,Phouthiza_shop,14:4d:67:53:c2:30,-51,2437,102.13795621642376,19.886150841083168
L3,d8:38:0d:5f:02:d6,"SHENZHEN IP-COM Network Co.,Ltd",0,WPA2-Personal,CCMP,802.11ac,40,0,0,"6,9,12,18,24,36,48,54",,46:13.0,48:21.2,Infrastructure,Unknown,33,-82,L3,d8:38:0d:5f:02:d6,-78,5200,102.13795621642376,19.886150841083168
Momizu house,24:43:e2:92:ba:70,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",46:16.1,49:17.2,Infrastructure,Unknown,88,-50,Momizu house,24:43:e2:92:ba:70,-66,2447,102.13835703213796,19.88647249626445
Momizu house,24:43:e2:92:ba:71,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,46:25.6,48:41.8,Infrastructure,Unknown,82,-60,Momizu house,24:43:e2:92:ba:71,-67,5745,102.13835703213796,19.88647249626445
vivo Y28,32:f1:23:bc:6f:dd,Unknown,0,WPA2-Personal,CCMP,802.11ac,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",46:35.0,49:13.9,Infrastructure,Unknown,62,-72,vivo Y28,32:f1:23:bc:6f:dd,-77,2412,102.13871015391182,19.886727818239656
Suzuki 69:25:5D,00:92:a5:69:25:5d,LG Innotek,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11,18,24,36,54","6,9,12,48",46:38.4,48:47.5,Infrastructure,Unknown,60,-73,Suzuki 69:25:5D,00:92:a5:69:25:5d,-82,2412,102.13835703213796,19.88647249626445
Moradock,14:4d:67:53:a8:f8,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",46:41.7,49:17.2,Infrastructure,Unknown,88,-49,Moradock,14:4d:67:53:a8:f8,-78,2437,102.13835703213796,19.88647249626445
realme Q2 5G,2a:bf:ff:49:67:64,Unknown,0,WPA2-Personal,CCMP,802.11ac,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",46:47.8,49:26.5,Infrastructure,Unknown,60,-73,realme Q2 5G,2a:bf:ff:49:67:64,-85,2412,102.13835703213796,19.88647249626445
AQUOS wish2 keiko,98:c8:54:e4:07:53,"Chiun Mai Communication System, Inc",0,OWE,CCMP,802.11ac,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",46:53.7,49:01.8,Infrastructure,Unknown,82,-61,AQUOS wish2 keiko,98:c8:54:e4:07:53,-82,2462,102.13871015391182,19.886727818239656
Visoun Cafe,72:85:c4:80:c2:b8,Unknown,0,WPA2-Personal,CCMP,802.11ac,2,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",46:56.8,49:17.2,Infrastructure,Unknown,80,-65,Visoun Cafe,72:85:c4:80:c2:b8,-78,2417,102.13871015391182,19.886727818239656
Visoun Cafe,70:85:c4:c0:c2:b8,"Ruijie Networks Co.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,46:56.8,49:26.5,Infrastructure,Unknown,81,-63,Visoun Cafe,70:85:c4:c0:c2:b8,-82,5180,102.13871015391182,19.886727818239656
Blood donation center,60:d7:55:e4:05:10,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,46:56.8,49:10.9,Infrastructure,Unknown,57,-74,Blood donation center,60:d7:55:e4:05:10,-75,2452,102.13871015391182,19.886727818239656
Blood donation center,60:d7:55:e4:05:14,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,46:56.8,49:17.2,Infrastructure,Unknown,35,-81,Blood donation center,60:d7:55:e4:05:14,-89,5180,102.13871015391182,19.886727818239656
Visoun_Gas,6c:14:6e:6f:5a:60,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,47:12.5,50:10.3,Infrastructure,Unknown,40,-79,Visoun_Gas,6c:14:6e:6f:5a:60,-79,2437,102.13920822749785,19.88743334262376
Villa Sayada 1,24:43:e2:32:99:a7,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",47:43.2,50:37.3,Infrastructure,Unknown,82,-61,Villa Sayada 1,24:43:e2:32:99:a7,-90,2462,102.13901536360711,19.88786193416248
CTV Family ,24:43:e2:91:78:41,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,47:48.4,50:25.8,Infrastructure,Unknown,43,-78,CTV Family ,24:43:e2:91:78:41,-86,5180,102.13920822749785,19.88743334262376
Nguyenvanphong,b4:04:21:87:15:9e,zte corporation,0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",47:53.3,50:02.2,Infrastructure,Unknown,35,-81,Nguyenvanphong,b4:04:21:87:15:9e,-68,2462,102.13920822749785,19.88743334262376
CTV Family ,24:43:e2:91:78:40,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",47:59.2,50:13.9,Infrastructure,Unknown,43,-78,CTV Family ,24:43:e2:91:78:40,-79,2422,102.13920822749785,19.88743334262376
MERCUSYS_RE_DAA1,30:16:9d:38:da:a1,Unknown,0,Open,,802.11n,2,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",48:04.5,50:18.4,Infrastructure,Unknown,50,-76,MERCUSYS_RE_DAA1,30:16:9d:38:da:a1,-78,2417,102.13920822749785,19.88743334262376
Mouk,04:e7:95:3d:7d:24,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,48:09.6,50:25.8,Infrastructure,Unknown,20,-88,Mouk,04:e7:95:3d:7d:24,-84,2427,102.13920822749785,19.88743334262376
 SPIRIT of Laos,24:43:e2:92:13:f8,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",48:13.1,50:10.3,Infrastructure,Unknown,35,-81, SPIRIT of Laos,24:43:e2:92:13:f8,-83,2422,102.13920822749785,19.88743334262376
HUAWEI-1c8m,38:bc:01:02:65:f0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",48:19.6,51:35.6,Infrastructure,Unknown,91,-44,HUAWEI-1c8m,38:bc:01:02:65:f0,-52,2462,102.13868732758093,19.888219150098077
CHANDAVANH,14:4d:67:53:96:b0,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",48:19.6,51:46.1,Infrastructure,Unknown,95,-37,CHANDAVANH,14:4d:67:53:96:b0,-50,2412,102.13868732758093,19.888219150098077
70mai_A400_d55b,44:27:f3:7c:d5:5b,"70mai Co.,Ltd.",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",48:29.9,56:28.4,Infrastructure,Unknown,33,-82,70mai_A400_d55b,44:27:f3:7c:d5:5b,-70,2412,102.13945838240336,19.892195697812
Southisone,14:4d:67:53:b4:40,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",48:36.2,51:13.5,Infrastructure,Unknown,85,-56,Southisone,14:4d:67:53:b4:40,-89,2437,102.13901536360711,19.88786193416248
ADOUN,04:e7:95:3d:92:a8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,48:40.3,51:00.6,Infrastructure,Unknown,72,-68,ADOUN,04:e7:95:3d:92:a8,-85,2462,102.13901536360711,19.88786193416248
Good Home,14:4d:67:53:c2:54,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",48:44.2,51:52.0,Infrastructure,Unknown,89,-48,Good Home,14:4d:67:53:c2:54,-50,2437,102.13851168286136,19.888461585870427
La Silapa 4G,24:43:e2:92:33:20,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,2,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",48:56.9,51:46.1,Infrastructure,Unknown,85,-56,La Silapa 4G,24:43:e2:92:33:20,-58,2417,102.13851168286136,19.888461585870427
Good,dc:21:e2:98:73:84,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,5,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,49:00.0,51:32.3,Infrastructure,Unknown,65,-71,Good,dc:21:e2:98:73:84,-71,2432,102.13851168286136,19.888461585870427
Good,dc:21:e2:98:73:88,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,49:01.8,51:52.0,Infrastructure,Unknown,65,-71,Good,dc:21:e2:98:73:88,-78,5180,102.13851168286136,19.888461585870427
88Chophouse_and_bar,dc:21:e2:97:a0:14,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,49:05.8,51:38.3,Infrastructure,Unknown,67,-70,88Chophouse_and_bar,dc:21:e2:97:a0:14,-80,2452,102.13868732758093,19.888219150098077
La Silapa 4G,24:43:e2:92:33:21,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,40,0,0,"6,9,12,18,24,36,48,54",,49:05.8,51:43.7,Infrastructure,Unknown,62,-72,La Silapa 4G,24:43:e2:92:33:21,-75,5200,102.13851168286136,19.888461585870427
NoypiConnect,dc:21:e2:97:a0:15,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,49:05.8,51:38.3,Infrastructure,Unknown,65,-71,NoypiConnect,dc:21:e2:97:a0:15,-80,2452,102.13868732758093,19.888219150098077
La Silapa 4G,24:43:e2:92:01:a8,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,2,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",49:17.2,51:32.3,Infrastructure,Unknown,75,-67,La Silapa 4G,24:43:e2:92:01:a8,-67,2417,102.13851168286136,19.888461585870427
88Chophouse_and_bar,dc:21:e2:97:a0:18,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,49:21.4,51:38.3,Infrastructure,Unknown,60,-73,88Chophouse_and_bar,dc:21:e2:97:a0:18,-87,5745,102.13868732758093,19.888219150098077
La Silapa 4G,24:43:e2:92:01:a9,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,40,0,0,"6,9,12,18,24,36,48,54",,49:31.1,51:27.3,Infrastructure,Unknown,24,-86,La Silapa 4G,24:43:e2:92:01:a9,-86,5200,102.13851168286136,19.888461585870427
LLKJ1,14:4d:67:53:cb:b0,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",49:44.0,52:43.2,Infrastructure,Unknown,91,-44,LLKJ1,14:4d:67:53:cb:b0,-65,2437,102.13799708024736,19.889054347364898
lonely,14:4d:67:53:ba:e0,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",49:52.7,52:43.2,Infrastructure,Unknown,72,-68,lonely,14:4d:67:53:ba:e0,-73,2412,102.13820792894536,19.88873344600932
A32,4e:53:13:a1:74:f2,Unknown,0,WPA2-Personal,CCMP,802.11ac,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",49:52.7,52:07.6,Infrastructure,Unknown,80,-64,A32,4e:53:13:a1:74:f2,-69,2437,102.13820792894536,19.88873344600932
WirelessNet,50:1d:93:76:20:6c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",49:54.6,52:15.9,Infrastructure,Unknown,67,-70,WirelessNet,50:1d:93:76:20:6c,-87,2412,102.13851168286136,19.888461585870427
Anouxay+khamzon,ac:99:29:72:c8:f4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,50:02.2,51:57.3,Infrastructure,Unknown,60,-73,Anouxay+khamzon,ac:99:29:72:c8:f4,-71,5745,102.13820792894536,19.88873344600932
Anouxay+khamzon,ac:99:29:72:c8:f0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,50:02.2,52:02.6,Infrastructure,Unknown,40,-79,Anouxay+khamzon,ac:99:29:72:c8:f0,-71,2422,102.13820792894536,19.88873344600932
Elephant Resort,d8:59:82:37:08:94,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,50:02.2,52:51.0,Infrastructure,Unknown,60,-73,Elephant Resort,d8:59:82:37:08:94,-86,5180,102.13799708024736,19.889054347364898
ZAORI _5G,9e:2b:a6:92:35:03,Unknown,0,WPA2-Personal,CCMP,802.11ac,124,0,0,"6,9,12,18,24,36,48,54",,50:08.6,52:11.1,Infrastructure,Unknown,29,-84,ZAORI _5G,9e:2b:a6:92:35:03,-88,5620,102.13820792894536,19.88873344600932
LLKJ2,30:37:b3:bb:8e:44,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,50:10.3,52:32.0,Infrastructure,Unknown,57,-74,LLKJ2,30:37:b3:bb:8e:44,-84,5180,102.13799708024736,19.889054347364898
Outback Lao 2,24:43:e2:92:67:c8,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",50:10.3,53:22.9,Infrastructure,Unknown,83,-58,Outback Lao 2,24:43:e2:92:67:c8,-57,2452,102.13799708024736,19.889054347364898
Lonely2,14:4d:67:53:e9:d0,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",50:10.3,52:19.1,Infrastructure,Unknown,67,-70,Lonely2,14:4d:67:53:e9:d0,-75,2412,102.13799708024736,19.889054347364898
Phai Guest House,24:43:e2:91:d7:f0,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",50:10.3,52:27.2,Infrastructure,Unknown,87,-51,Phai Guest House,24:43:e2:91:d7:f0,-78,2447,102.13820792894536,19.88873344600932
Phai Guest House,24:43:e2:92:6e:a0,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",50:10.3,52:32.0,Infrastructure,Unknown,70,-69,Phai Guest House,24:43:e2:92:6e:a0,-78,2447,102.13820792894536,19.88873344600932
Book and tea,e8:f6:54:7e:ba:71,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,48,0,0,"6,9,12,18,24,36,48,54",,50:13.9,52:52.7,Infrastructure,Unknown,60,-73,Book and tea,e8:f6:54:7e:ba:71,-81,5240,102.13799708024736,19.889054347364898
Phai Guest House,24:43:e2:91:d7:f1,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,161,0,0,"6,9,12,18,24,36,48,54",,50:13.9,52:19.1,Infrastructure,Unknown,85,-55,Phai Guest House,24:43:e2:91:d7:f1,-80,5805,102.13799708024736,19.889054347364898
SolyThi,ac:99:29:72:ea:6c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,50:16.3,52:43.2,Infrastructure,Unknown,82,-60,SolyThi,ac:99:29:72:ea:6c,-67,5745,102.13799708024736,19.889054347364898
Outback Lao 2,24:43:e2:92:67:c9,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,153,0,0,"6,9,12,18,24,36,48,54",,50:20.1,53:39.5,Infrastructure,Unknown,83,-58,Outback Lao 2,24:43:e2:92:67:c9,-55,5765,102.13799708024736,19.889054347364898
Elephant Resort,d8:59:82:37:08:90,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,50:20.1,52:29.8,Infrastructure,Unknown,62,-72,Elephant Resort,d8:59:82:37:08:90,-75,2447,102.13820792894536,19.88873344600932
Wood art,14:eb:b6:bd:23:71,TP-Link Corporation Limited,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",50:23.6,52:37.0,Infrastructure,Unknown,60,-73,Wood art,14:eb:b6:bd:23:71,-72,2437,102.13799708024736,19.889054347364898
SolyThi,ac:99:29:72:ea:68,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,50:23.6,52:47.3,Infrastructure,Unknown,80,-65,SolyThi,ac:99:29:72:ea:68,-71,2462,102.13799708024736,19.889054347364898
Chitlatda Bila House,24:43:e2:91:95:19,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,44,0,0,"6,9,12,18,24,36,48,54",,50:30.8,53:02.6,Infrastructure,Unknown,33,-82,Chitlatda Bila House,24:43:e2:91:95:19,-79,5220,102.13799708024736,19.889054347364898
Outback laos,f4:28:54:02:bf:54,Unknown,0,WPA2-Personal,CCMP,802.11ac,2,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",50:30.8,53:01.1,Infrastructure,Unknown,86,-53,Outback laos,f4:28:54:02:bf:54,-47,2417,102.13799708024736,19.889054347364898
Iplanet,14:4d:67:67:e9:5c,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",50:35.1,54:35.7,Infrastructure,Unknown,96,-35,Iplanet,14:4d:67:67:e9:5c,-41,2437,102.13945838240336,19.892195697812
MIMI2,90:9a:4a:92:a8:39,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",50:37.3,52:49.1,Infrastructure,Unknown,83,-59,MIMI2,90:9a:4a:92:a8:39,-82,2412,102.13825806538782,19.88937820443965
Redbulbar5G,2a:53:4e:46:3c:d0,Unknown,0,WPA2-Personal,CCMP,802.11ax,36,0,0,"6,9,12,18,24,36,48,54",,50:40.1,53:55.5,Infrastructure,Unknown,86,-54,Redbulbar5G,2a:53:4e:46:3c:d0,-76,5180,102.13848417538274,19.88969582169645
Sengdeuan,9c:65:ee:3d:c6:87,DZS Inc.,0,WPA2-Personal,CCMP,802.11n,13,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",50:40.1,53:50.9,Infrastructure,Unknown,85,-55,Sengdeuan,9c:65:ee:3d:c6:87,-60,2472,102.13825806538782,19.88937820443965
Mounty,cc:29:bd:68:75:2c,zte corporation,0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",50:42.3,53:55.5,Infrastructure,Unknown,88,-49,Mounty,cc:29:bd:68:75:2c,-59,2447,102.13825806538782,19.88937820443965
Privat,ac:f9:70:1a:45:60,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,5,0,0,"1,2,5.5,11,18,24,36,54","6,9,12,48",50:44.5,53:35.2,Infrastructure,Unknown,81,-62,Privat,ac:f9:70:1a:45:60,-66,2432,102.13825806538782,19.88937820443965
robot_838a,30:ff:f6:81:83:8a,"HangZhou KuoHeng Technology Co.,ltd",0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",50:48.5,53:01.1,Infrastructure,Unknown,83,-58,robot_838a,30:ff:f6:81:83:8a,-60,2437,102.13825806538782,19.88937820443965
Merry lao Boutique,04:e7:95:3d:40:50,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,50:52.4,53:01.1,Infrastructure,Unknown,53,-75,Merry lao Boutique,04:e7:95:3d:40:50,-84,2457,102.13825806538782,19.88937820443965
Merry lao Boutique,04:e7:95:3d:40:54,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,50:52.4,53:01.1,Infrastructure,Unknown,81,-63,Merry lao Boutique,04:e7:95:3d:40:54,-84,5745,102.13825806538782,19.88937820443965
Kim,e8:f6:54:7e:ab:a1,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,48,0,0,"6,9,12,18,24,36,48,54",,50:58.1,53:07.3,Infrastructure,Unknown,46,-77,Kim,e8:f6:54:7e:ab:a1,-78,5240,102.13825806538782,19.88937820443965
VILLA MERRY LAOS,d8:38:0d:64:4d:21,"SHENZHEN IP-COM Network Co.,Ltd",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",50:58.1,53:14.5,Infrastructure,Unknown,72,-68,VILLA MERRY LAOS,d8:38:0d:64:4d:21,-76,2412,102.13825806538782,19.88937820443965
Redbulbar,2a:53:4e:46:3c:cc,Unknown,0,WPA2-Personal,CCMP,802.11ax,1,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,51:05.8,53:33.6,Infrastructure,Unknown,86,-54,Redbulbar,2a:53:4e:46:3c:cc,-74,2412,102.13848417538274,19.88969582169645
VILLA MERRY LAOS,d8:38:0d:5f:15:24,"SHENZHEN IP-COM Network Co.,Ltd",0,WPA2-Personal,CCMP,802.11ac,40,0,0,"6,9,12,18,24,36,48,54",,51:08.4,53:39.5,Infrastructure,Unknown,38,-80,VILLA MERRY LAOS,d8:38:0d:5f:15:24,-87,5200,102.13848417538274,19.88969582169645
Villa Namkhan River,24:43:e2:92:f7:31,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,153,0,0,"6,9,12,18,24,36,48,54",,51:15.8,53:30.3,Infrastructure,Unknown,38,-80,Villa Namkhan River,24:43:e2:92:f7:31,-85,5765,102.13825806538782,19.88937820443965
Soum Noum 2,e8:6e:44:de:0a:da,zte corporation,0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",51:19.1,54:18.3,Infrastructure,Unknown,83,-58,Soum Noum 2,e8:6e:44:de:0a:da,-63,2427,102.13848417538274,19.88969582169645
Soumnoum,a6:a4:6b:20:95:64,Unknown,0,WPA2-Personal,CCMP,802.11ax,36,0,0,"6,9,12,18,24,36,48,54",,51:24.4,54:33.6,Infrastructure,Unknown,78,-66,Soumnoum,a6:a4:6b:20:95:64,-77,5180,102.13848417538274,19.88969582169645
