SSID,BSSID,MANUFACTURER,HIGHEST SIGNAL W/GPS,AUTHENTICATION,ENCRYPTION,RADIO_TYPE,CHANNEL,LATITUDE,LONGITUDE,BTX,OTX,FIRST SEEN(UTC),LAST SEEN(UTC),NETWORK TYPE,LABEL, HIGHEST SIGNAL, HIGHEST RSSI,name,network_id,signal,frequency,longitude,latitude
LEGEND 207,78:44:76:dd:a4:6c,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",12:02.6,13:54.7,Infrastructure,Unknown,43,-78,LEGEND 207,78:44:76:dd:a4:6c,-89,2412,102.13319576539624,19.885160177422318
LAKANGTHONG,24:43:e2:91:94:c9,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,153,0,0,"6,9,12,18,24,36,48,54",,12:12.6,14:06.4,Infrastructure,Unknown,33,-82,LAKANGTHONG,24:43:e2:91:94:c9,-83,5765,102.1329478438071,19.88474550716212
Galaxy A24 876F,6a:7e:6a:42:17:46,Unknown,0,WPA2-Personal,CCMP,802.11ac,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",12:22.8,14:51.2,Infrastructure,Unknown,81,-63,Galaxy A24 876F,6a:7e:6a:42:17:46,-80,2437,102.1326848813306,19.88449482251088
Villa malida1,6c:14:6e:70:c2:a4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,12:40.4,15:01.8,Infrastructure,Unknown,70,-69,Villa malida1,6c:14:6e:70:c2:a4,-83,5745,102.1326848813306,19.88449482251088
Meuangluang Wifi Dory,74:da:88:42:04:09,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",12:48.7,14:57.5,Infrastructure,Unknown,81,-63,Meuangluang Wifi Dory,74:da:88:42:04:09,-70,2437,102.13287515056972,19.884222008026164
GIZ/IGFLL,fc:1b:d1:8d:05:65,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,12:55.7,15:33.2,Infrastructure,Unknown,53,-75,GIZ/IGFLL,fc:1b:d1:8d:05:65,-83,5180,102.13313638301742,19.883831410207687
GIZ/I-GFLL,fc:1b:d1:8d:05:66,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,12:55.7,15:29.5,Infrastructure,Unknown,62,-72,GIZ/I-GFLL,fc:1b:d1:8d:05:66,-83,5180,102.13313638301742,19.883831410207687
RLOM,b4:04:21:87:91:d0,zte corporation,0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",12:55.7,15:33.2,Infrastructure,Unknown,62,-72,RLOM,b4:04:21:87:91:d0,-72,2422,102.13313638301742,19.883831410207687
Gigee,dc:21:e2:98:a6:68,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,13:02.5,15:10.0,Infrastructure,Unknown,31,-83,Gigee,dc:21:e2:98:a6:68,-82,5180,102.13287515056972,19.884222008026164
igfll,fc:1b:d1:8d:05:64,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,13:07.4,15:40.8,Infrastructure,Unknown,53,-75,igfll,fc:1b:d1:8d:05:64,-82,5180,102.13313638301742,19.883831410207687
Kok Kok M Mano,b4:04:21:87:c9:aa,zte corporation,0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",13:13.7,15:40.8,Infrastructure,Unknown,57,-74,Kok Kok M Mano,b4:04:21:87:c9:aa,-84,2442,102.13313638301742,19.883831410207687
LPTP Teak Program,ac:f9:70:1a:17:d0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,11,18,24,36,54","6,9,12,48",13:17.4,15:25.5,Infrastructure,Unknown,85,-55,LPTP Teak Program,ac:f9:70:1a:17:d0,-67,2452,102.13313638301742,19.883831410207687
GIZ/I-GFLL,fc:1b:d1:8d:05:60,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,13:25.5,15:25.5,Infrastructure,Unknown,67,-70,GIZ/I-GFLL,fc:1b:d1:8d:05:60,-67,2447,102.13313638301742,19.883831410207687
IoT,d2:21:f9:99:64:ee,Unknown,0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",13:44.2,15:40.8,Infrastructure,Unknown,43,-78,IoT,d2:21:f9:99:64:ee,-82,2462,102.13313638301742,19.883831410207687
Phan,18:3d:5e:c5:97:50,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,5,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,13:44.2,16:23.7,Infrastructure,Unknown,70,-69,Phan,18:3d:5e:c5:97:50,-86,2432,102.13336859256232,19.883490640958843
IoT,82:45:58:74:cc:04,Unknown,0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",14:06.4,16:36.0,Infrastructure,Unknown,80,-65,IoT,82:45:58:74:cc:04,-60,2462,102.13336859256232,19.883490640958843
MBL OFFICE,24:43:e2:92:6e:68,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",14:10.1,16:14.8,Infrastructure,Unknown,65,-71,MBL OFFICE,24:43:e2:92:6e:68,-77,2442,102.13336859256232,19.883490640958843
YICarCam_F391CE,58:70:c6:f3:91:ce,"Shanghai Xiaoyi Technology Co., Ltd.",0,WPA2-Personal,CCMP,802.11n,5,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",14:34.0,16:34.0,Infrastructure,Unknown,82,-61,YICarCam_F391CE,58:70:c6:f3:91:ce,-78,2432,102.1335898658304,19.88312688150971
My WF,7e:d2:00:50:18:73,Unknown,0,WPA2-Personal,CCMP,802.11ac,8,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",15:55.4,18:11.2,Infrastructure,Unknown,50,-76,My WF,7e:d2:00:50:18:73,-92,2447,102.1333969963513,19.88253299619961
Hanpingsom,b4:04:21:87:0f:14,zte corporation,0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",17:56.7,18:11.2,Infrastructure,Unknown,18,-89,Hanpingsom,b4:04:21:87:0f:14,-85,2422,102.13340467175856,19.88242797336821
